,Background,Pier,Girder,Deck,Parapet
Background,283176.0,12319.0,7019.0,3.0,15.0
Pier,10015.0,1122718.0,81844.0,0.0,0.0
Girder,32.0,5106.0,1183561.0,90.0,25788.0
Deck,0.0,0.0,2515.0,1189423.0,22639.0
Parapet,2.0,0.0,14353.0,38836.0,2074914.0
