,Background,Pier,Girder,Deck,Parapet
Background,170791.0,5584.0,6409.0,0.0,0.0
Pier,509.0,721223.0,12092.0,0.0,0.0
Girder,13055.0,34452.0,669278.0,299.0,16740.0
Deck,1.0,0.0,2459.0,716187.0,15177.0
Parapet,0.0,0.0,4450.0,12168.0,1269142.0
