,Background,Pier,Girder,Deck,Parapet
Background,1388185.0,43359.0,30831.0,18.0,83.0
Pier,24381.0,5655296.0,191705.0,21.0,8.0
Girder,31456.0,133164.0,5588391.0,6643.0,111757.0
Deck,216.0,2.0,59050.0,5664646.0,147497.0
Parapet,843.0,8.0,128931.0,159560.0,9998173.0
