,Background,Pier,Girder,Deck,Parapet
Background,144837.0,4626.0,3738.0,0.0,3.0
Pier,1670.0,598636.0,14762.0,0.0,1.0
Girder,11853.0,30182.0,543952.0,2964.0,26118.0
Deck,1.0,0.0,11812.0,575957.0,27299.0
Parapet,10.0,1.0,3714.0,11763.0,1062197.0
