File,mIoU,Accuracy,F1_Score
HB-15-1.h5,92.31668710708618,96.36874198913574,96.40981828108593
HB-15-2.h5,93.3331847190857,96.60729765892029,96.65257321408195
HB-20-1.h5,89.6281898021698,95.10688185691833,95.11457448019517
HB-20-2.h5,92.12321043014526,96.63775563240051,96.64334675358181
HB-8.h5,93.09626817703247,96.47535681724548,96.48472256377512
