,Background,Pier,Girder,Deck,Parapet
Background,503566.0,7838.0,8135.0,8.0,41.0
Pier,10713.0,2047272.0,27980.0,21.0,7.0
Girder,6432.0,56395.0,1991113.0,3197.0,28856.0
Deck,213.0,2.0,40481.0,1998747.0,46550.0
Parapet,802.0,7.0,61662.0,68369.0,3524105.0
