,Background,Pier,Girder,Deck,Parapet
Background,647107.0,3629.0,4470.0,487.0,1391.0
Pier,2667.0,2621001.0,14326.0,5.0,0.0
Girder,17613.0,15999.0,2560100.0,8961.0,35326.0
Deck,3401.0,24.0,9900.0,2502509.0,122165.0
Parapet,4790.0,0.0,40200.0,28966.0,4548179.0
