File,Class,IoU
cb6.h5,Background,96.76816463470459
cb6.h5,Pier,98.7524926662445
cb6.h5,Girder,94.82237100601196
cb6.h5,Deck,93.68898272514343
cb6.h5,Parapet,95.56398391723633
cb9.h5,Background,94.39169764518738
cb9.h5,Pier,98.62096309661865
cb9.h5,Girder,94.57699656486511
cb9.h5,Deck,93.50217580795288
cb9.h5,Parapet,95.12994885444641
