,Background,Pier,Girder,Deck,Parapet
Background,669507.0,4765.0,5385.0,877.0,1234.0
Pier,4813.0,2718426.0,13857.0,0.0,2.0
Girder,2432.0,10904.0,2657397.0,13024.0,53341.0
Deck,1172.0,0.0,21331.0,2603777.0,110818.0
Parapet,1682.0,0.0,24829.0,28172.0,4741087.0
