,Background,Abumtment,Girder,Deck,Parapet
Background,0.9505724527191504,0.04572599844849263,0.002263729502715138,0.0006152529224513816,0.0008225664071904342
Abumtment,0.005640259391964712,0.9915920823151383,0.002746836307545721,1.6657588281053492e-06,1.9156226523211515e-05
Girder,0.03290456701097902,0.04690027268472016,0.9037457918767605,0.01104231527151036,0.0054070531560299635
Deck,0.026042473518599032,0.0,0.0038903797430400434,0.9700671467383609,0.0
Parapet,0.00011978837387282468,0.0,0.0017797129832533953,0.0,0.9981004986428738
