,Background,Abumtment,Girder,Deck,Parapet
Background,0.9569170506616281,0.03697598344483647,0.00255782417850785,0.002843812057763125,0.0007053296572644134
Abumtment,0.03515891224839111,0.9399728426277099,0.02483342797993732,2.5612611649976447e-05,9.204532311710287e-06
Girder,0.0253644894746173,0.02357120646206192,0.9372643089457249,0.006862579133965565,0.006937415983630339
Deck,0.014640008740303726,0.0,0.007342415405345592,0.9779407380194007,7.683783494992934e-05
Parapet,0.0001482349421050047,0.0,0.0014857754982943846,0.0,0.9983659895596007
