File,Class,IoU
cb6.h5,Background,96.39269709587097
cb6.h5,Pier,99.00947213172913
cb6.h5,Girder,94.96667385101318
cb6.h5,Deck,93.60013008117676
cb6.h5,Parapet,95.50642967224121
cb9.h5,Background,95.81820368766785
cb9.h5,Pier,98.62937331199646
cb9.h5,Girder,94.24852728843689
cb9.h5,Deck,93.42488050460815
cb9.h5,Parapet,94.82132196426392
