,Background,Pier,Girder,Deck,Parapet
Background,1314671.0,8914.0,11431.0,905.0,2931.0
Pier,4529.0,5349984.0,20582.0,2.0,0.0
Girder,10959.0,29693.0,5210443.0,26928.0,97074.0
Deck,5289.0,17.0,31467.0,5143979.0,194345.0
Parapet,8257.0,0.0,68617.0,97816.0,9243215.0
