,Background,Pier,Girder,Deck,Parapet
Background,645670.0,3948.0,5592.0,424.0,1450.0
Pier,1591.0,2624070.0,12337.0,1.0,0.0
Girder,7088.0,18576.0,2566493.0,9268.0,36574.0
Deck,4147.0,13.0,13086.0,2520622.0,100131.0
Parapet,3939.0,0.0,54098.0,50328.0,4513770.0
