,Background,Pier,Girder,Deck,Parapet
Background,16840.0,49.0,9.0,3.0,15.0
Pier,114.0,6690.0,191.0,0.0,0.0
Girder,2.0,102.0,10780.0,7.0,70.0
Deck,0.0,0.0,128.0,4856.0,215.0
Parapet,3.0,0.0,35.0,172.0,679.0
