,Background,Pier,Girder,Deck,Parapet
Background,19984.0,45.0,0.0,0.0,0.0
Pier,318.0,4183.0,155.0,0.0,0.0
Girder,0.0,0.0,14362.0,122.0,32.0
Deck,0.0,0.0,50.0,660.0,15.0
Parapet,0.0,0.0,4.0,10.0,1020.0
