,Background,Pier,Girder,Deck,Parapet
Background,13446.0,226.0,1.0,1.0,17.0
Pier,141.0,18252.0,460.0,0.0,0.0
Girder,0.0,0.0,6251.0,3.0,26.0
Deck,0.0,0.0,15.0,1171.0,169.0
Parapet,0.0,0.0,10.0,6.0,765.0
