,Background,Pier,Girder,Deck,Parapet
Background,6531.0,336.0,805.0,4.0,249.0
Pier,0.0,459.0,244.0,0.0,0.0
Girder,399.0,0.0,22455.0,37.0,44.0
Deck,68.0,0.0,30.0,7298.0,31.0
Parapet,184.0,0.0,14.0,69.0,1703.0
