Class,cb6-1.h5,cb6-10.h5,cb6-11.h5,cb6-12.h5,cb6-13.h5,cb6-2.h5,cb6-3.h5,cb6-4.h5,cb6-5.h5,cb6-6.h5,cb6-7.h5,cb6-8.h5,cb6-9.h5,cb9-1.h5,cb9-10.h5,cb9-11.h5,cb9-12.h5,cb9-13.h5,cb9-14.h5,cb9-15.h5,cb9-2.h5,cb9-3.h5,cb9-4.h5,cb9-5.h5,cb9-6.h5,cb9-7.h5,cb9-8.h5,cb9-9.h5
Background,93.10480952262878,0.0,96.06307744979858,0.0,76.1543869972229,96.14865779876709,98.62759709358215,98.15550446510315,98.21595549583435,99.0122139453888,98.2330322265625,96.54834866523743,84.27528738975525,91.68236255645752,97.20937013626099,95.7210898399353,92.99333095550537,18.18181872367859,87.54965662956238,66.23880863189697,95.19226551055908,97.598397731781,97.17997312545776,98.58629703521729,95.85717916488647,98.8552987575531,97.6264238357544,94.93863582611084
Deck,90.74532389640808,88.56993913650513,89.18918967247009,82.03473687171936,96.82897925376892,91.2463366985321,86.53061389923096,84.46771502494812,77.01283693313599,65.82278609275818,86.86274290084839,88.12922835350037,87.11097836494446,77.9033899307251,85.78754663467407,94.30059790611267,72.15189933776855,83.33958983421326,87.55115270614624,67.55332350730896,64.43421840667725,79.0994644165039,79.03226017951965,83.4998369216919,85.63856482505798,90.24344682693481,90.83084464073181,87.14773654937744
Girder,84.95551943778992,98.2201337814331,95.31805515289307,98.19961190223694,93.45347285270691,93.68971586227417,98.56072664260864,96.51197791099548,97.53480553627014,96.93945646286011,98.57903122901917,96.05532884597778,81.97649717330933,69.66341733932495,92.38841533660889,94.4035530090332,86.48686408996582,93.11172366142273,88.42387795448303,76.1735200881958,83.90591740608215,97.78516292572021,93.66677403450012,96.59635424613953,92.42146015167236,95.19604444503784,93.40618252754211,90.10872840881348
Parapet,63.94510865211487,94.74657773971558,97.77448177337646,90.07391929626465,74.23713803291321,67.2672688961029,90.95744490623474,84.55392718315125,94.35707926750183,80.78034520149231,91.26983880996704,64.97297286987305,45.38606405258179,40.806591510772705,77.03927755355835,70.12791633605957,31.688642501831055,68.52094531059265,58.26752781867981,31.636598706245422,38.36048245429993,46.55172526836395,66.15831255912781,69.9999988079071,59.38069224357605,57.10681080818176,61.64948344230652,59.33774709701538
Pier,0.0,94.97808814048767,92.96911954879761,86.91176176071167,44.17709410190582,85.70818901062012,87.9738986492157,83.59823226928711,88.98106813430786,81.5646767616272,84.50292348861694,82.09236860275269,0.0,0.0,95.6653892993927,94.70648765563965,93.85916590690613,57.61208534240723,64.27202820777893,71.82108759880066,92.17353463172913,91.74571633338928,88.44664692878723,88.97210955619812,87.30913996696472,93.61881017684937,93.52999925613403,0.0
