,Background,Pier,Girder,Deck,Parapet
Background,15754.0,15.0,36.0,3.0,6.0
Pier,510.0,10210.0,115.0,0.0,0.0
Girder,355.0,28.0,6189.0,27.0,2.0
Deck,68.0,0.0,397.0,4902.0,1397.0
Parapet,194.0,0.0,7.0,0.0,745.0
