,Background,Pier,Girder,Deck,Parapet
Background,11051.0,228.0,0.0,1.0,8.0
Pier,256.0,14778.0,300.0,0.0,0.0
Girder,1.0,42.0,6798.0,4.0,35.0
Deck,0.0,0.0,17.0,6155.0,222.0
Parapet,0.0,0.0,4.0,128.0,932.0
