,Background,Pier,Girder,Deck,Parapet
Background,23517.0,6.0,0.0,0.0,0.0
Pier,245.0,2009.0,84.0,0.0,0.0
Girder,427.0,0.0,10393.0,25.0,15.0
Deck,18.0,0.0,100.0,2804.0,84.0
Parapet,246.0,0.0,49.0,42.0,896.0
