,Background,Pier,Girder,Deck,Parapet
Background,20473.0,2.0,90.0,9.0,63.0
Pier,301.0,4228.0,40.0,0.0,0.0
Girder,419.0,16.0,8597.0,123.0,27.0
Deck,49.0,0.0,929.0,3781.0,977.0
Parapet,101.0,0.0,5.0,0.0,730.0
