,Background,Pier,Girder,Deck,Parapet
Background,19019.0,4.0,24.0,0.0,5.0
Pier,408.0,5513.0,84.0,0.0,0.0
Girder,20.0,0.0,10596.0,11.0,34.0
Deck,2.0,0.0,66.0,3531.0,854.0
Parapet,5.0,0.0,1.0,0.0,783.0
