,Background,Pier,Girder,Deck,Parapet
Background,22853.0,78.0,0.0,0.0,4.0
Pier,236.0,2831.0,73.0,0.0,0.0
Girder,0.0,0.0,13422.0,46.0,43.0
Deck,0.0,0.0,33.0,636.0,13.0
Parapet,0.0,0.0,1.0,7.0,684.0
