,Background,Pier,Girder,Deck,Parapet
Background,0.9438588007736944,0.0,0.032736943907156674,0.012330754352030947,0.011073500967117988
Pier,0.0,0.0,0.0,0.0,0.0
Girder,0.10726643598615918,0.0,0.8850057670126874,0.005536332179930796,0.0021914648212226066
Deck,0.08363080061193269,0.0,0.0013258541560428353,0.9078021417644059,0.007241203467618562
Parapet,0.40498614958448753,0.0,0.0,0.060941828254847646,0.5340720221606648
