,Background,Pier,Girder,Deck,Parapet
Background,19038.0,42.0,0.0,0.0,18.0
Pier,213.0,3445.0,172.0,0.0,0.0
Girder,0.0,0.0,14105.0,3.0,40.0
Deck,0.0,0.0,261.0,2591.0,183.0
Parapet,0.0,0.0,21.0,65.0,763.0
