,Background,Pier,Girder,Deck,Parapet
Background,974740.0,4602.0,3048.0,618.0,2516.0
Pier,19263.0,3921085.0,16240.0,1.0,0.0
Girder,29759.0,9198.0,3892190.0,1652.0,23790.0
Deck,1802.0,0.0,3287.0,3785335.0,166165.0
Parapet,3824.0,0.0,43648.0,38381.0,6846632.0
