,Background,Pier,Girder,Deck,Parapet
Background,1007657.0,7283.0,5202.0,909.0,1601.0
Pier,10641.0,4069026.0,25946.0,34.0,0.0
Girder,3203.0,685.0,4055651.0,5315.0,40793.0
Deck,7378.0,0.0,8493.0,3947229.0,142547.0
Parapet,3555.0,0.0,3697.0,15333.0,7171070.0
