File,Class,IoU
cb6.h5,Background,96.20289206504822
cb6.h5,Pier,98.91606569290161
cb6.h5,Girder,97.75043725967407
cb6.h5,Deck,95.63851356506348
cb6.h5,Parapet,97.18745946884155
cb9.h5,Background,93.7095046043396
cb9.h5,Pier,98.75820875167847
cb9.h5,Girder,96.75296545028687
cb9.h5,Deck,94.69869136810303
cb9.h5,Parapet,96.09367251396179
