,Background,Pier,Girder,Deck,Parapet
Background,1982397.0,11885.0,8250.0,1527.0,4117.0
Pier,29904.0,7990111.0,42186.0,35.0,0.0
Girder,32962.0,9883.0,7947841.0,6967.0,64583.0
Deck,9180.0,0.0,11780.0,7732564.0,308712.0
Parapet,7379.0,0.0,47345.0,53714.0,14017702.0
