,Background,Abutment,Girder,Deck,Parapet
Background,0.9610237238916195,0.03625925215083822,0.0019226115473518195,0.0005307208958835752,0.0002636915143069336
Abutment,0.008965399409085415,0.9904053474019344,0.0006292531889801515,0.0,0.0
Girder,0.009949701417278209,0.03345626690336588,0.9373880575245763,0.009027074556084796,0.010178899598694821
Deck,0.018923435305687866,0.0,0.005674113523942876,0.9754024511703693,0.0
Parapet,4.994589195038708e-05,0.0,0.0009473070839923416,0.0,0.9990027470240572
