File,Class,IoU
bridge-2.h5,Background,44.95631158351898
bridge-2.h5,Abumtment,96.9019889831543
bridge-2.h5,Girder,71.94940447807312
bridge-2.h5,Deck,82.9883337020874
bridge-2.h5,Parapet,0.0
bridge-7.h5,Background,80.43460845947266
bridge-7.h5,Abumtment,96.10010385513306
bridge-7.h5,Girder,93.69659423828125
bridge-7.h5,Deck,96.00088596343994
bridge-7.h5,Parapet,99.4336485862732
