,Background,Abumtment,Girder,Deck,Parapet
Background,0.890262806693358,0.10741710296684119,0.0016784724360948567,0.0006262190740170413,1.539882968894364e-05
Abumtment,0.0018930859391332222,0.9972985779788811,0.0008064778381190855,9.291219333169188e-07,9.291219333169188e-07
Girder,0.13863414072838157,0.053556565598450415,0.7329484942050387,0.06454429805215145,0.010316501415977855
Deck,0.10032922284231184,2.557070619897845e-06,0.016062239098888313,0.883579131746671,2.6849241508927372e-05
Parapet,0.0,0.0,0.0,0.0,0.0
