,Background,Abumtment,Girder,Deck,Parapet
Background,0.9457139608913142,0.05001605007623786,0.002568012198057941,0.0007189096648209078,0.0009830671695690554
Abumtment,0.0035255785596849717,0.9942031592781934,0.0022021331707552717,2.6652141249685588e-05,4.247685011668641e-05
Girder,0.014589548695960701,0.02209046069891909,0.9471787875607793,0.010009544798085043,0.006131658246255791
Deck,0.02566268050579101,8.328794140526746e-07,0.004519203700649813,0.9698156171553171,1.6657588281053492e-06
Parapet,0.0,0.0,0.002019765081689016,0.0,0.997980234918311
