,Background,Pier,Girder,Deck,Parapet
Background,89946.0,289.0,10.0,12.0,38.0
Pier,202.0,39876.0,297.0,0.0,0.0
Girder,9.0,323.0,58653.0,11.0,25.0
Deck,15.0,0.0,31.0,10211.0,21.0
Parapet,1.0,0.0,106.0,239.0,4485.0
