,Background,Pier,Girder,Deck,Parapet
Background,33459.0,0.0,640.0,165.0,548.0
Pier,406.0,6746.0,640.0,0.0,0.0
Girder,3551.0,122.0,69279.0,8.0,25.0
Deck,102.0,0.0,362.0,76233.0,1258.0
Parapet,293.0,0.0,376.0,1075.0,9512.0
