,Background,Pier,Girder,Deck,Parapet
Background,119097.0,77.0,0.0,0.0,0.0
Pier,136.0,12500.0,132.0,0.0,0.0
Girder,20.0,52.0,67745.0,40.0,11.0
Deck,17.0,0.0,40.0,1952.0,23.0
Parapet,3.0,0.0,40.0,68.0,2847.0
