,Background,Pier,Girder,Deck,Parapet
Background,55253.0,0.0,185.0,60.0,287.0
Pier,3.0,4839.0,329.0,0.0,0.0
Girder,3786.0,221.0,57880.0,11.0,18.0
Deck,3191.0,0.0,84.0,63416.0,1028.0
Parapet,2087.0,0.0,159.0,395.0,11568.0
