,Background,Pier,Girder,Deck,Parapet
Background,102797.0,86.0,2.0,63.0,28.0
Pier,666.0,22528.0,349.0,0.0,0.0
Girder,484.0,112.0,44806.0,10.0,40.0
Deck,16.0,0.0,96.0,27843.0,672.0
Parapet,153.0,0.0,75.0,159.0,3815.0
