,Background,Pier,Girder,Deck,Parapet
Background,94891.0,142.0,10.0,10.0,38.0
Pier,128.0,19388.0,179.0,0.0,0.0
Girder,7.0,175.0,70675.0,23.0,32.0
Deck,18.0,0.0,54.0,14850.0,82.0
Parapet,1.0,0.0,174.0,530.0,3393.0
