,Background,Pier,Girder,Deck,Parapet
Background,128241.0,0.0,814.0,55.0,175.0
Pier,0.0,0.0,0.0,0.0,0.0
Girder,2103.0,5.0,29856.0,25.0,5.0
Deck,2253.0,0.0,69.0,31918.0,675.0
Parapet,2125.0,0.0,66.0,131.0,6284.0
