,Background,Pier,Girder,Deck,Parapet
Background,111675.0,423.0,1.0,3.0,0.0
Pier,585.0,15683.0,211.0,0.0,0.0
Girder,14.0,54.0,71186.0,93.0,31.0
Deck,21.0,0.0,41.0,2382.0,22.0
Parapet,5.0,0.0,34.0,52.0,2284.0
