,Background,Pier,Girder,Deck,Parapet
Background,106872.0,1.0,1727.0,19.0,2.0
Pier,0.0,0.0,0.0,0.0,0.0
Girder,816.0,45.0,33626.0,81.0,200.0
Deck,2680.0,0.0,168.0,46240.0,358.0
Parapet,1188.0,0.0,125.0,424.0,10228.0
