,Background,Pier,Girder,Deck,Parapet
Background,79724.0,202.0,9.0,13.0,33.0
Pier,487.0,44705.0,371.0,0.0,2.0
Girder,5.0,315.0,56097.0,21.0,35.0
Deck,35.0,0.0,43.0,18823.0,109.0
Parapet,4.0,0.0,192.0,527.0,3048.0
