,Background,Pier,Girder,Deck,Parapet
Background,37133.0,148.0,2080.0,4.0,1.0
Pier,1.0,2888.0,482.0,0.0,0.0
Girder,1434.0,50.0,113143.0,39.0,111.0
Deck,32.0,0.0,116.0,36941.0,317.0
Parapet,36.0,0.0,76.0,445.0,9323.0
