,Background,Pier,Girder,Deck,Parapet
Background,94989.0,87.0,2.0,236.0,59.0
Pier,924.0,28693.0,488.0,0.0,0.0
Girder,49.0,175.0,53232.0,1.0,33.0
Deck,8.0,0.0,39.0,21563.0,424.0
Parapet,5.0,0.0,51.0,144.0,3598.0
