,Background,Pier,Girder,Deck,Parapet
Background,0.0,1.0,4.0,2.0,25.0
Pier,8.0,6106.0,654.0,0.0,0.0
Girder,0.0,188.0,180360.0,9.0,1.0
Deck,22.0,0.0,53.0,8275.0,39.0
Parapet,14.0,0.0,52.0,281.0,8706.0
