,Background,Pier,Girder,Deck,Parapet
Background,116850.0,471.0,1.0,1.0,0.0
Pier,371.0,11396.0,112.0,0.0,0.0
Girder,70.0,132.0,53923.0,21.0,41.0
Deck,1.0,0.0,139.0,14835.0,41.0
Parapet,4.0,0.0,125.0,252.0,6014.0
