,Background,Pier,Girder,Deck,Parapet
Background,115404.0,495.0,6.0,0.0,8.0
Pier,457.0,14693.0,148.0,0.0,0.0
Girder,8.0,44.0,67088.0,9.0,8.0
Deck,3.0,0.0,49.0,3106.0,8.0
Parapet,10.0,0.0,50.0,130.0,3076.0
