Class,cb6-1.h5,cb6-10.h5,cb6-11.h5,cb6-12.h5,cb6-13.h5,cb6-2.h5,cb6-3.h5,cb6-4.h5,cb6-5.h5,cb6-6.h5,cb6-7.h5,cb6-8.h5,cb6-9.h5,cb9-1.h5,cb9-10.h5,cb9-11.h5,cb9-12.h5,cb9-13.h5,cb9-14.h5,cb9-15.h5,cb9-2.h5,cb9-3.h5,cb9-4.h5,cb9-5.h5,cb9-6.h5,cb9-7.h5,cb9-8.h5,cb9-9.h5
Background,81.81817531585693,85.71427464485168,99.99998807907104,99.99995231628418,66.66664481163025,99.99998807907104,99.99998807907104,99.99999403953552,99.99999403953552,99.99999403953552,99.99998807907104,99.99998807907104,99.99999403953552,83.33332538604736,85.71427464485168,99.99998807907104,99.99998211860657,99.99998211860657,99.99997615814209,99.99998211860657,99.99999403953552,89.99999165534973,90.90908169746399,99.99999403953552,99.99998211860657,99.99998807907104,99.99998807907104,88.88887763023376
Deck,99.99997615814209,99.99990463256836,99.99990463256836,99.99990463256836,99.99995231628418,99.99997615814209,0.0,0.0,99.99990463256836,0.0,0.0,99.99990463256836,99.99997615814209,85.71427464485168,99.99995231628418,99.99997019767761,99.99997615814209,99.99997019767761,99.99998211860657,99.99997615814209,99.99995231628418,99.99997615814209,99.99990463256836,0.0,49.99997615814209,99.99997019767761,66.66664481163025,99.99998211860657
Girder,71.42856121063232,99.99998807907104,99.99998807907104,99.99999403953552,99.99999403953552,99.99998807907104,99.99990463256836,99.99998211860657,99.99995231628418,99.99998211860657,99.99998807907104,99.99998211860657,99.99998211860657,49.99997615814209,59.999990463256836,99.99995231628418,99.99997019767761,99.99998807907104,99.99998807907104,88.88887763023376,99.99997615814209,99.99997615814209,99.99998211860657,99.99998211860657,99.99998807907104,99.99995231628418,66.66664481163025,99.99997615814209
Parapet,0.0,0.0,0.0,0.0,49.99997615814209,99.99990463256836,99.99990463256836,99.99995231628418,99.99990463256836,99.99990463256836,0.0,0.0,0.0,0.0,0.0,0.0,99.99995231628418,99.99990463256836,0.0,0.0,0.0,0.0,99.99990463256836,0.0,66.66664481163025,0.0,0.0,49.99997615814209
Pier,0.0,99.99995231628418,99.99997615814209,99.99995231628418,0.0,0.0,0.0,99.99990463256836,99.99997019767761,99.99990463256836,99.99995231628418,99.99997019767761,0.0,0.0,99.99998807907104,99.99998807907104,99.99998211860657,99.99997019767761,99.99997019767761,49.99997615814209,99.99995231628418,66.66664481163025,66.66664481163025,99.99995231628418,99.99997615814209,99.99998211860657,99.99998211860657,99.99990463256836
