,Background,Pier,Girder,Deck,Parapet
Background,916414.0,8177.0,4546.0,452.0,3101.0
Pier,7368.0,270955.0,3915.0,0.0,0.0
Girder,9519.0,457.0,724343.0,2082.0,6744.0
Deck,8648.0,0.0,1984.0,248122.0,6103.0
Parapet,5963.0,0.0,1671.0,1459.0,61737.0
