,Background,Pier,Girder,Deck,Parapet
Background,30.0,1.0,0.0,0.0,0.0
Pier,0.0,141.0,13.0,0.0,0.0
Girder,0.0,2.0,122.0,34.0,2.0
Deck,0.0,0.0,0.0,139.0,4.0
Parapet,0.0,0.0,0.0,5.0,258.0
