,Background,Pier,Girder,Deck,Parapet
Background,0.9315068493150684,0.0136986301369863,0.0547945205479452,0.0,0.0
Pier,0.010526315789473684,0.6701754385964912,0.3087719298245614,0.010526315789473684,0.0
Girder,0.0,0.0,0.7777777777777778,0.21212121212121213,0.010101010101010102
Deck,0.0,0.0,0.0,0.9698996655518395,0.030100334448160536
Parapet,0.0,0.0,0.003780718336483932,0.030245746691871456,0.9659735349716446
