,Background,Pier,Girder,Deck,Parapet
Background,68.0,1.0,4.0,0.0,0.0
Pier,3.0,191.0,88.0,3.0,0.0
Girder,0.0,0.0,231.0,63.0,3.0
Deck,0.0,0.0,0.0,290.0,9.0
Parapet,0.0,0.0,2.0,16.0,511.0
