,Background,Pier,Girder,Deck,Parapet
Background,39.0,3.0,2.0,0.0,0.0
Pier,0.0,181.0,8.0,0.0,0.0
Girder,0.0,2.0,138.0,28.0,4.0
Deck,0.0,0.0,0.0,179.0,6.0
Parapet,0.0,0.0,0.0,10.0,296.0
