,Background,Pier,Girder,Deck,Parapet
Background,0.9473684210526315,0.022556390977443608,0.03007518796992481,0.0,0.0
Pier,0.0,0.9851851851851852,0.014814814814814815,0.0,0.0
Girder,0.0,0.015473887814313346,0.9303675048355899,0.04061895551257253,0.013539651837524178
Deck,0.0,0.0,0.03434343434343434,0.9555555555555556,0.010101010101010102
Parapet,0.0,0.0,0.060324825986078884,0.052204176334106726,0.8874709976798144
