,Background,Pier,Girder,Deck,Parapet
Background,64.0,4.0,1.0,0.0,0.0
Pier,0.0,229.0,84.0,5.0,0.0
Girder,0.0,0.0,268.0,42.0,0.0
Deck,0.0,0.0,1.0,283.0,8.0
Parapet,0.0,0.0,4.0,6.0,493.0
