File,mIoU,Accuracy,F1_Score
HB-15-1.h5,77.18127965927124,87.05326914787292,87.83783708050674
HB-15-2.h5,81.87562823295593,89.61126208305359,90.19440100704223
HB-20-1.h5,85.87754964828491,91.8774962425232,92.21412449897048
HB-20-2.h5,86.33989095687866,92.96875,93.1859067186145
HB-8.h5,88.71313333511353,93.32548379898071,93.53347578345803
