,Background,Pier,Girder,Deck,Parapet
Background,1310942.0,16414.0,6341.0,1556.0,3599.0
Pier,9320.0,5311600.0,54159.0,18.0,0.0
Girder,62834.0,10307.0,5173652.0,42481.0,85823.0
Deck,9428.0,0.0,2046.0,5176416.0,187207.0
Parapet,9463.0,0.0,13576.0,35657.0,9359209.0
