,Background,Pier,Girder,Deck,Parapet
Background,175.0,3.0,1.0,0.0,0.0
Pier,0.0,679.0,9.0,0.0,0.0
Girder,3.0,0.0,628.0,10.0,17.0
Deck,0.0,0.0,0.0,616.0,25.0
Parapet,1.0,0.0,0.0,1.0,1174.0
