Metrics,Group 1,Group 2
MAE (mm),0.2625,1.461
RMSE (mm),0.3464462440264001,1.8355084975135485
R²,0.3839343000128318,-1.0103646232105707
Pearson r,0.7904867644756635,0.35912763699164063
RPE (%),6.15227649186932,10.774151859156342
