File,Class,IoU
cb6.h5,Background,97.22222089767456
cb6.h5,Pier,98.6975371837616
cb6.h5,Girder,98.04804921150208
cb6.h5,Deck,94.91525292396545
cb6.h5,Parapet,96.8464732170105
cb9.h5,Background,93.45238208770752
cb9.h5,Pier,96.9936728477478
cb9.h5,Girder,94.53125
cb9.h5,Deck,94.54806447029114
cb9.h5,Parapet,95.94478011131287
