,Background,Pier,Girder,Deck,Parapet
Background,0.9776536312849162,0.0111731843575419,0.0111731843575419,0.0,0.0
Pier,0.0,0.9912790697674418,0.00872093023255814,0.0,0.0
Girder,0.0,0.001519756838905775,0.9924012158054711,0.0,0.0060790273556231
Deck,0.0,0.0,0.0,0.9609984399375975,0.0390015600624025
Parapet,0.0008503401360544217,0.0,0.0,0.006802721088435374,0.9923469387755102
